,0
35,"Алматыда такси жүргізушісі скотч көмегімен бейнебақылау жүйесін алдамақ болған, - деп хабарлайды Tengrinews.kz тілшісі қалалық полиция департаментінің"
36,"Алматыда әке мен оның ересек баласы мопед ұрлаумен айналысқан, полиция осындай бірнеше дерек болғанын мәлімдеді, - деп хабарлайды Tengrinews.kz"
37,"""Ирина Кайратовна"" тобының мүшесі Азамат Маркленов Алматыдағы концерттегі әрекеті үшін қазақстандықтардан кешірім сұрады, - деп хабарлайды Tengrinews.kz"
38,"Желіде Алматыда Toyota Camry көлігі кафенің жазғы алаңын қиратып өткені түсірілген видео тарады, - деп хабарлайды Tengrinews.kz тілшісі."
39,"Алматыда адам өлтірмек болғандар ұсталды, - деп хабарлайды Tengrinews.kz тілшісі Бас көлік прокуратурасына сілтеме жасап."
40,"Алматыда 2-3 балдық жер сілкінісі тіркелді, - деп хабарлайды Tengrinews.kz тілшісі БҒМ ҒК СЭМ ММ сейсмикалық станциялар желісіне сілтеме жасап."
41,Тоқаев әлемдегі ірі Binance криптобиржасының негізін қалаушы әрі бас директоры Чанпен Чжаоны қабылдады. Шенеунік Қызылорда әкімімен туыстық
42,"Алматыда Қазақстандағы алғашқы крематорийдің ашылу мерзімі тағы кейінге қалдырылды, - деп хабарлайды Tengrinews.kz тілшісі."
43,"Қазақстан мектептерінде оқу жылының аяқталуына арналған салтанатты жиындар өтіп жатыр, - деп хабарлайды Tengrinews.kz тілшісі."
44,Алматы облысында Қызыл кітапқа енген қара құс пен жас Гималай грифі (құмай) суретке түсірілді. Фотограф Дмитрий Доценко әлеуметтік желілердегі
45,"""Алма"" коттедж қалашығының тұрғындары көппәтерлі үйдің пайдалануға берілуіне қарсы болып отыр. Себебі ол тұрғындардың үйлері орналасқан беткейге"
46,Алматы прокуратурасы қаланың жер ресурстарын басқару департаментіне Әл-Фараби атындағы Қазақ ұлттық университетінің (ҚазҰУ) жер учаскесін беру
47,"Алматыда ағаштардың құлауы жиілеп кетті, - деп хабарлайды Tengrinews.kz тілшісі. Мысалы, 18 наурызда Алматыда ағаш балалар алаңына құлады. 24"
48,"Алматыда жүк көлігінің жүргізушісі қызды қағып өлтірді, - деп хабарлайды Tengrinews.kz тілшісі."
49,"Өмір бойына бас бостандығынан айырылған алматылық Игорь Дужнов Қостанай облысында жазасын өтеп жатыр, - деп хабарлайды Tengrinews.kz тілшісі."
50,"Алматы-Өскемен тасжолындағы құбырдың шайылу дерегіне қатысты қызметтік тексеріс басталды, - деп хабарлайды Tengrinews.kz тілшісі."
51,"Алматыда 22 мамырда жауын-шашын салдарынан бес су тасқыны тіркелді. Оқиға орнында коммуналдық қызметтер жұмыс істеп жатыр, - деп хабарлайды"
52,"22 мамырда Жарма ауданындағы Алматы - Өскемен тасжолында жол апаты болды, - деп хабарлайды Tengrinews.kz тілшісі Arnapress.kz басылымына сілтеме"
53,Қаңтардағы тәртіпсіздіктер кезінде жарақат алған Алматы қаласы спорт басқармасының басшысы Рүстем Байсейітов денсаулық жағдайына байланысты
54,Желіде Алматыда 132 метр биіктіктен түсірілген панорамалық видео таралып жатыр. Kaz.tengritravel.kz ерекше видеоның қалай түсірілгені туралы
55,"Алматыда ""Қазақстан"" телеарнасының ғимараты cүріледі. Оның орнына телеарнаның жаңа ғимараты тұрғызылады, - деп хабарлайды Tengrinews.kz"
56,Тоқаев отандық бизнес өкілдерімен кездесті. Қазақстандық университет өрескел заңбұзушылықтарға барған. Танымал ғалым Әнуар Ғалиев өмірден
57,"Алматылық өртсөндірушілер Hotel Plaza Almaty қонақүйінен 57 адамды құтқарды. Өрт төменгі қабатта орналасқан саунадан шыққаны белгілі болды,"
58,"Әл-Фараби даңғылында жантүршігерлік жол апатынан бір адам қаза тапқан. Бұл туралы Алматы қаласы полиция департаментінің баспасөз қызметі мәлімдеді,"
59,Қожамқұлов пен Қарасай батыр көшелері қиылысында орналасқан Plaza Hotel Almaty қонақүйінде өрт шықты. Оқиға орнынан түсірілген видео zhest-kz
60,"Алматының Әл-Фараби даңғылында болған жантүршігерлік жол апатының видеосы желіде тарап жатыр, - деп хабарлайды Tengrinews.kz тілшісі."
61,"Алматы әкімі Ерболат Досаев Наурызбай ауданының тұрғындарымен кездесуде қаладағы жаңа көшелер қалай ұзартылып жатқанын айтты, - деп хабарлайды"
62,"Алматы прокурорлары балаларды қорғау мақсатында тыйым салынған 100-ден аса порнографиялық сайтты бұғаттады, - деп хабарлайды Tengrinews.kz тілшісі."
63,"Алматыда 41 жастағы бизнесменнен 260 мың доллар бопсалады деген күдікті ұсталды, - деп хабарлайды Tengrinews.kz тілшісі қалалық ПД"
64,"Алматының табиғат қорғау прокуратурасы таулы аудандардағы құрылысқа тыйым салуды ұсынды, - деп хабарлайды Tengrinews.kz тілшісі прокуратураға"
65,Тоқаев Қырғызстанға ресми сапармен барады. Қазақстан коронавируспен күреске қанша қаражат жұмсады? Түркістандық тұрғын Конго-Қырым геморрагиялық
66,Балқашқа субсидияланатын әуе рейстерді орындау 14 шілдеге дейін ұзартылды. Қазақстанның екі қаласынан - Нұр-Сұлтан және Алматыдан ұшақтар 2022
67,"Алматыда ""Атакент"" маңында алапат өрт шықты. Куәгерлер оқиға видеосын таратып жатыр, - деп хабарлайды Tengrinews.kz тілшісі."
68,"Алматыда салмағы 6020 келі болатын қыз дүниеге келді, - деп хабарлайды Almaty.tv."
69,"Алматыда көші-қон орталығы алдындағы кезек видеоға түсірілді, - деп хабарлайды Tengrinews.kz тілшісі."
70,"Кеңес және ресейлік эстрада әншісі Лев Лещенко Алматыдағы Халыққа қызмет көрсету орталығына не үшін келгені белгілі болды, - деп хабарлайды"
71,"Бүгін Алматыда ауа сапасы нашарлайды, - деп хабарлайды 24.kz."
72,"Алматыдағы Абай даңғылы мен Әуезов көшесі қиылысында өрт шықты. Жалын от шыққан аймақта ""Счастье"" мейрамханасы мен ""Центр геометрии"" ТЖО тұрған"
73,Алматыда жедел іздестіру шаралары барысында 30-дан аса зейнеткерді тонаған 38 жастағы ер адам ұсталды. Бұл туралы Алматы қалалық ПД бастығының
74,"Атақты актер Сағат Жылгелдиев өмірден озды, - деп хабарлайды Tengrinews.kz тілшісі Ғ.Мүсірепов атындағы академиялық балалар мен жасөспірімдер"
75,"Прокуратура Бостандық ауданындағы ірі тұрғын үй кешенінің бірін салушыға қатысты сотқа жүгінді, - деп хабарлайды Tengrinews.kz тілшісі Алматы"
76,"Алматы қаласы мен тауларында қатты жауын-шашын, жел болады, - деп хабарлайды Tengrinews.kz тілшісі Алматы ТЖД-ға сілтеме жасай отырып."
77,"Алматыда екі жігіт тақтайшаларда жазылған ескертудерді елемей, қорғаныс қоршауларынан аттап, техникалық аумаққа кіріп, қоршаудағы жолбарысты"
78,Білім және ғылым министрлігі Балалардың құқықтарын қорғау комитетінің төрағасы Есенғазы Иманғалиев пен балалар құқығы жөніндегі штаттан тыс
79,"Алматы әкімдігі ""Алматы паркингіне"" тиесілі қалалық автотұрақтар қалай жұмыс істейтінін түсіндірді, - деп хабарлайды Tengrinews.kz тілшісі."
80,"Құқық қорғаушы Дина Смаилова Facebook желісіндегі парақшасында Алматыдағы жекеменшік мектептердің біріндегі буллинг туралы айтты, - деп хабарлайды"
81,"Алматыдағы жекеменшік мектептердің бірінің әжетханасында бірнеше рет зорланды деген баланың әкесі оқиғаның мән-жайын айтып берді, - деп хабарлайды"
82,"Алматы әкімі Ерболат Досаев Әуезов ауданы тұрғындарымен өткен кездесуде ""Алматы жастары-2022"" бағдарламасы қашан басталатынын айтты, - деп хабарлайды"
83,"Алматы қаласының әкімі Ерболат Досаев Әуезов ауданында орналасқан ""Сары-Арқа"" және ""Момышұлы"" метро станциясы маусымда ашылатынын айтты, - деп"
84,Білім және ғылым министрлігінен жоғары лауазымды шенеуніктер Алматыға ұшып келеді. Олар жекеменшік мектепте зорланды деген бірінші сынып оқушысының
85,"Алматы полициясы қалада ""рэкеттер бандасы"" пайда болғаны туралы ақпаратқа қатысты пікір білдірді, - деп хабарлайды Tengrinews.kz тілшісі."
86,Алматыда рэкеттер атыс шығарды. Оқиғаның мән-жайы тергеліп жатыр. Банда жергілікті кәсіпкерге алым-салық салуға әрекеттенген. Бүгінде бір күдікті
87,Құқық қорғаушы Дина Смаилова Алматыдағы жекеменшік мектептердің бірінде бірінші сынып оқушысын жоғары сынып оқушылары бірнеше күн қатарынан
88,"Алматыда 4 жасар бала жерасты суына толы шұңқырға құлап қайтыс болды, - деп хабарлайды ""Астана"" телеарнасы. "
89,"Алматыда бүгін жауын болып, көшелер мен жекелеген аумақтарды су басты, қазіргі уақытқа дейін кептеліс басылған жоқ. Қала тұрғындары жағдайға"
90,"Алматыда толассыз жауған жауыннан көшелер мен бірнеше ауланы су басты, - деп хабарлайды Tengrinews.kz тілшісі."
91,"Алматыдан Минерал сулар тікелей тұрақты рейс 23 мамырда ашылады. Ұшуды ресейлік ""Азимут"" әуекомпаниясы жүзеге асыруды жоспарлап отыр, - деп"
92,"Іле Алатауында ерлі-зайыпты құтқарылды, - деп хабарлайды Tengrinews.kz тілшісі."
93,Алматыда аса ірі көлемде алаяқтық жасады деген күдікпен 26 жастағы әйел ұсталды. Бұл туралы Алматы Полиция департаменті бастығының орынбасары
94,"Алматыдағы ""Әйгерім"" тұрғын үй кешенінің тұрғындары техникалық қабаттарды заңсыз алғандарға шағымданды. Жаңа иелері оны пәтерлерге айналдырып,"
95,"Елді дүрліктірген оқиға Алматы облысы Панфилов ауылдық округі әкімінің есеп беру кездесуінде болған, - деп хабарлайды Tengrinews.kz тілшісі."
96,"Алматыда жол құрылысы жұмыстары маусымы басталды. Биыл қалада 70 шақырым жаңа жол салынып, 224 көше жөнделеді. Әкімдік жол жамылғысын нақты"
97,Алматыдағы Республикалық физика-математика мектебі (РФММ) директорының міндетін атқарушы Алмас Ордабаев оқушы қыздың өліміне қатысты пікір білдірді.
98,"Алматыда Отан қорғаушылар күні мен Жеңіс күні қарсаңында жоспарланған іс-шаралар тізімі жарияланды, - деп хабарлайды Tengrinews.kz тілшісі."
99,"Алматы облысының орталығы Қапшағай қаласы болды, ол қазір Қонаев болып өзгертілген. Енді Алматыға баратын тасжол жүктемесі артады деген болжам"
100,"Алматы қаласының прокуратурасы егде жастағы анасын ұрған ер адамның оқиғасына қатысты пікір білдірді, - деп хабарлайды Tengrinews.kz тілшісі."
101,"Алматыда көліктен ер адам өлі табылды, - деп хабарлайды Tengrinews.kz тілшісі."
102,"""ҚазАвтоЖол"" ҰК"" АҚ Алматы қаласындағы ""Алтын Орда"" базарының маңындағы жол учаскесінде неге тиісті жол белгілері қойылмағанын түсіндірді, -"
103,"Алматыда ""Премьера"" тұрғын үй кешенін басқарған пәтер иелері кооперативінің (ПИК) бұрынғы төрағасы қамауға алынды. Бұл туралы Наурызбай ауданының"
104,Конституциялық Кеңес Тоқаевтың өтініші бойынша шешім қабылдады. Президент үш облысты құру туралы Жарлыққа қол қойды. Қазақстандықтардың орташа
105,"Алматыда алты жаңа саябақ ашылады, - деп хабарлайды Tengrinews.kz тілшісі."
106,"Алматы қаласының Мемлекеттік қызмет істері департаменті Алматының бас дәрігері орынбасарын қызметінен босатуды ұсынды, - деп хабарлайды Tengrinews.kz"
107,Қапшағай атауы ресми түрде Қонаев болып өзгерді. Ресейдің ірі сауда желілері Қазақстан арқылы тауар жеткізбек. Президент кибербуллингке қатысты
108,"Алматылық Шухрат Имамниязов тауға шыққан кезде сирек кездесетін шуақты қоралану немес галоның куәсі болды. Ол күннің қоралануын көріп қана қоймай,"
109,"Алматыда Қазақстан Республикасы Қарулы Күштерінің құрылғанына 30 жыл толуын мерекелеу аясында түрлі іс-шаралар ұйымдастырылады, - деп хабарлайды"
110,"Алматы қаласы Кәсіпкерлік басқармасының басшысы Еркебұлан Оразалин алдағы айларда қалада қандай көкөніс бағасы төмендейтінін айтты, - деп хабарлайды"
111,"Алматыда әйелді таяқпен сабаған ер адамға қатысты оқиғаның мән-жайы белгілі болды, - деп хабарлайды Tengrinews.kz тілшісі."
112,"Бас прокуратура өкілі қаңтардағы тәртіпсіздіктер кезінде Алматыдағы ""Көк Төбе"" телемұнарасын басып алғысы келген күдікті ұсталғанын айтты, -"
113,"Алматыда егде жастағы әйелді ұрып-соғып жатқан ер адам видеоға түсіп қалды, - деп хабарлайды Tengrinews.kz тілшісі."
114,Алматы облысында 10 жастағы баланың қайғылы қазасынан кейін картинг директоры күдікті деп танылды. Бұл туралы облыстық полиция департаменті
115,Бес мыңға жуық қазақстандықты алдаған қаржы пирамидасының басшысы ұсталды. Қазақстанда өрттен келген шығын 9 миллиард теңгеден асты. Анджелина
116,"Алматыда ірі супермаркеттен өрт шықты, - деп хабарлайды Tengrinews.kz тілшісі."
117,"Қазақстанда кейінгі тәулікте 5 адамнан коронавирус анықталды, - деп хабарлайды Tengrinews.kz тілшісі COVID-19 таралуына жол бермеу жөніндегі"
118,"Синоптиктер Алматы бойынша 2-8 мамыр аралығындағы ауа райы болжамын жасады, - деп хабарлайды ""Алматы"" телеарнасы. "
119,"Алматыда 1 мамырда велошеру өтеді. Соған байланысты қала көшелерінің бір бөлігі жабылады, ал автобустар әдеттегі маршрутын өзгертеді, - деп"
120,2019 жылғы 27 желтоқсанда Алматы қаласы әуе айлағының аумағында Bek Air әуекомпаниясының Fokker-100 апатына байланысты оқиғаны тексеру жұмыстары
121,Қауіпсіздік кеңесі хатшысының орынбасары тағайындалды. Закиржан Кузиев ҚХА атынан Мәжіліс депутаты болып сайланды. Пентагон Лавровтың ядролық
122,"Алматыда заманауи технологияларды пайдаланатын телефон алаяқтары көбейіп келеді, - деп хабарлайды Tengrinews.kz тілшісі Алматы қаласының прокуратурасына"
123,"Алматыда алаяқтық топ басшысы ұсталды, - деп хабарлайды Tengrinews.kz тілшісі."
124,"Алматыдағы Әл-Фараби даңғылында болған жол апаты видеоға түсіп қалды, - деп хабарлайды Tengrinews.kz тілшісі."
125,"Алматы әкімі Ерболат Досаев Алатау ауданының тұрғындарымен кездесуде жол сапасына наразы тұрғындарға жауап берді, - деп хабарлайды Tengrinews.kz"
126,ҚР СІМ Тигран Кеосаянның даулы мәлімдемесіне жауап берді. Мәлік Отарбаев Президенттің кеңесшісі болып тағайындалды. Путин Украинадағы соғысқа
127,"Алматы әкімдігі қаңтар оқиғалары кезінде бүлінген көлік иелеріне 258 миллион теңге төледі, - деп хабарлайды Tengrinews.kz тілшісі қала баспасөз"
128,"Алматы халықаралық әуежайына Дінмұхамед Қонаевтың есімі берілуі мүмкін. Мұны Қазақстан Халық партиясының бір топ депутаты ұсынды, - деп хабарлайды"
129,"25 сәуір мен 1 мамыр аралығында Алматы тұрғындары мен қонақтары үшін 50-ге жуық түрлі мәдени-бұқаралық және спорттық іс-шаралар өтеді, - деп"
130,"Алматыдағы ""Алтын Орда"" базарының кәсіпкерлері наразылықтарын білдірді. Олардың айтуынша, наурызда салынып біту керек болған сауда орталығына"
131,"""Сергек"" жүйесіндегі жаңа функция іске қосылды. Жаңа ""Қорғау Сергек"" бағдарламасы жалған нөмірлі көліктерді анықтайды, - деп хабарлайды Tengrinews.kz"
132,"""Алтын Орда"" базарында бұзылмаған бірде-бір заң жақ, оның ішінде көші-қон заңнамасы да. Бұл туралы Алматы облысының әкімі Қанат Бозымбаев кәсіпкер"
133,"Қазақстандық әуетасымалдаушы 27 мамырдан бастап Бодрумға тікелей ұшуды жаңартады, - деп хабарлайды Kaz.tengritravel.kz тілшісі әуекомпанияның"
134,"Қаңтардағы тәртіпсіздіктер кезінде Алматы әуежайының ұшу-қону жолағындағы жарықты өшірген Н. есімді азаматтың үстінен ""Терроризм актісі"" бабы"
135,"Алматыда толассыз жауған жауын салдарынан көшелер мен жаяу жүргіншілер жолын су басты. Су басқан көшелердің видео, суреттерін әлеуметтік желі"
136,"Көк-Жайлауда ауа райына байланысты ескертуді елемеген алматылық құтқарылды. Ер адам шатыр тіккен, бірақ онда түней алмаған. Жабайы жануарлардың"
137,12 маусымнан бастап Милан - Алматы - Милан бағытындағы тікелей жолаушылар әуе рейстері ашылады6 - деп хабарлайды Kaz.tengritravel.kz тілшісі
138,Алматыда 50 жылдық тарихы бар білім ордасынан шу шықты. Келешек олимпиада чемпиондарын даярлайтын Республикалық спорт колледжі жабылмақ. Мұны
139,Бүгін генерал-майор Нұрлан Мәсімовке іздеу жарияланды. Осы ретте Tengrinews.kz тілшісі іздеуде жүрген қазақстандық шенеуніктердің тізімін
140,"Алматы прокуратурасы қалалық мәслихат депутаты Қайрат Құдайберген қандай күдікке ілінгенін айтты, - деп хабарлайды Tengrinews.kz тілшісі."
141,"Алматыда видеоға түсіп қалған қыз алып қашқандардың әрекеті пранк болып шықты, - деп хабарлайды Tengrinews.kz тілшісі қалалық полиция департаментінің"
142,"Алматы прокуратурасы Қайрат Құдайбергеннің ұсталуына қатысты пікір білдірді, - деп хабарлайды Tengrinews.kz тілшісі."
143,"Алматы әкімдігі ""Алматы қала жарық"" мемлекеттік кәсіпорнының жекешелендіруіне қатысты пікір білдірді, - деп хабарлайды Tengrinews.kz тілшісі."
144,"Алматыда белгісіз біреулердің көшеде қызды ""ұрлап кеткен"" сәті видеоға түсіп қалды, - деп хабарлайды Tengrinews.kz тілшісі."
145,"Ондаған алматылық екі танымал қазақстандық блогерді алаяқтық жасады деп айыптап отыр, - деп хабарлайды Tengrinews.kz тілшісі Almaty.tv сайтына"
146,"Алматы облысында Іле ауданындағы ""Поляна"" демалыс аймағына жасалған шабуыл бойынша сот шешімі шықты, - деп хабарлайды Tengrinews.kz тілшісі"
147,"Алматыда халықаралық әуежайға ""мина қойылды"" деген хабарлама түсті, - деп хабарлайды Tengrinews.kz тілшісі қалалық Полиция департаменті баспасөз"
148,Биыл наурыздан бастап Қазақстанның электрон үкімет порталында жекеменшік тұрғын үй құрылысы үшін жер телімін алуға кезекке тұру қызметі іске
149,"Қазақстан мен Тәжікстан арасындағы тұрақты жолаушылар рейстерінің саны артып келеді, - деп хабарлайды Кaz.tengritravel.kz тілшісі ҚР ИИДМ Азаматтық"
150,Алматыдағы FORUM сауда орталығынан адамдар эвакуацияланды. Қаланың төтенше және жедел қызметтері жарылғыш зат туралы хабарға байланысты тексеру
151,"Прокурорлар ""Алматы су"" кәсіпорны қызметіндегі бірқатар заңбұзушылықты анықтады. Бұл туралы Жетісу ауданының прокуроры Сәкен Өтемұратов Facebook-парақшасында"
152,"Алматыда ер адам ерлі-зайыптыға травматикалық тапаншамен оқ атты, - деп хабарлайды Tengrinews.kz тілшісі Polisia.kz сайтына сілтеме жасап."
153,Бұрынғы күйеуінен қорыққан Алматы тұрғыны елден қашуға мәжбүр болған. Бұл туралы Мәжіліс депутаты Ирина Смирнова айтты. Қыздың анасы депутатқа
154,"Қаржы пирамидасын ұйымдастырды деген төрт күдікті қамауға алынды. Мұнда әңгіме Mudarabah Capital серіктестігінің қатысушылары туралы болып отыр,"
155,"Алматы зообағында төтенше оқиға болды - шимпанзе тордан шығып, әйелді итеріп жіберді, - деп хабарлайды Tengrinews.kz тілшісі зообақ баспасөз"
156,Өткен аптада Almaty parking компаниясы басшылығының ұсталғаны белгілі болды. Осыған байланысты алматылықтар көкейінде бір сұрақ туындады. Енді
157,"Үлкен Алматы айналма жолының құрылысына байланысты Алматы облысындағы тасжолдардың бірі жабылады, - деп хабарлайды Tengrinews.kz тілшісі Polisia.kz"
158,"Алматыда көршілес елдерден келіп жатқан мигранттардың саны артып жатыр, - деп хабарлайды Tengrinews.kz тілшісі. Олар қалалық көші-қон басқармасында"
159,"Алматылық атқыш Игорь Дужновтың соты аяқталып жатыр, - деп хабарлайды Tengrinews.kz тілшісі."
160,"Алматыда жол құрылысы кезінде көптеген заңбұзушылық анықталды. Бұл туралы мердігер ұйымдардың, ғылыми мекемелер мен техникалық қадағалау мамандарының"
161,"Алматыда Алатау ауданы Ақкент шағынауданындағы 9 қабатты үйден өрт шыққан, - деп хабарлайды Tengrinews.kz тілшісі."
162,"Алматы әкімдігі Президент Қасым-Жомарт Тоқаевтың тапсырмасынан кейін Ерболат Досаевтың орынбасарлары азая ма деген сұраққа жауап берді, - деп"
163,"Алматыдағы ақылы автотұрақтарды қадағалайтын ""Алматы СпецТехПаркинг Сервис"" ЖШС директоры Марат Пірінбеков қамауға алынды. Ақпаратты Алматы"
164,ҰҚК Шекара қызметінің экс-басшысы Нұрлан Жоламанов бостандыққа шықты. Қызылорда облысының жаңа әкімі кеңесшілерден бас тартты. Зеленский Ресеймен
165,"Кейінгі тәулікте коронавирус инфекциясын жұқтырған 9 жағдай тіркелді, - деп хабарлайды Tengrinews.kz тілшісі."
166,"109 қызметінің құтқарушылары Кіші Алматы шатқалынан 14 жастағы туристті эвакуациялады, - деп хабарлайды Tengrinews.kz тілшісі."
167,"Алматыда жартылай марафон өткізілуіне байланысты 16 сәуірде сағат 23:00-ден 17 сәуір сағат 13:00-ге дейін кей жолдарда қозғалыс тоқтатылады,"
168,"Алматыда опера әншісі Роза Бағлановаға ескерткіш ашылды, - деп хабарлайды Tengrinews.kz тілшісі."
169,"Алматы прокуратурасы атышулы ""виза беру орталығы"" Hasta La Visa бойынша қылмыстық істі сотқа жолдады. Бұл туралы Алмалы ауданының прокурорлары"
170,"Алматыда көліктердің мемлекеттік тіркеу нөмірін ұрлаған күдікті ұсталды, - деп хабарлайды Tengrinews.kz тілшісі Polisia.kz сайтына сілтеме жасап."
171,Қазақстаннан 30 жылда 100 миллиард долларға жуық қаражат шығарылған. Руслан Желдібай Қазақстан Республикасы Президентінің баспасөз хатшысы лауазымына
172,"Алматыға жұмысқа келген Өзбекстан азаматы қаңтар оқиғаларынан кейін хабар-ошарсыз кеткен. Туыстары оның тәртіпсіздіктерге қатыспағанына сенімді,"
173,Алматы әкімі Ерболат Досаев Жеңіс күніне орай ардагерлерге қолдау көрсетуге уәде берді. Қала әкімдігі әрбір ардагерге миллион теңгеден бөледі.
