,0
21,"Мемлекеттік хатшы Ерлан Қарин Алматыдағы Балуан Шолақ атындағы спорт сарайында болған концерттегі оқиғаға қатысты пікір білдірді, - деп хабарлайды"
22,"Күні кеше әлеуметтік желіде ""Ирина Кайратовна"" тобының мүшелері мен Shiza лақап атымен белгілі әнші Асхат Жолшиев сынға қалған еді. Танымал"
23,"Мәжіліс Төрағасы Ерлан Қошановтың Қарағанды облысына жұмыс сапары басталды, - деп хабарлайды Tengrinews.kz тілшісі."
24,"""Ирина Кайратовна"" тобының мүшелері мен Shiza лақапатымен белгілі әнші Асхат Жолшиев сынға қалды, - деп хабарлайды Tengrinews.kz тілшісі."
25,"Желіде Қостанайда оқушылар арасында болған жантүршігерлік төбелестің видеосы тарады, - деп хабарлайды Tengrinews.kz тілшісі."
26,Қазақстаннан Қытайға миллиард теңге тұратын піл пен мүйізтұмсық азу тістерін алып өтпек болған ресейлік ер адам ұсталды. Бұл туралы Бас көлік
27,"TikTok-та шымкенттік жанкүйердің опырылған шатыр астынан Қазақстан туын алып шыққан видеосы пайда болды, - деп хабарлайды Tengrinews.kz"
28,"Шымкентте футбол матчы кезінде дауыл салдарынан стадионның шатыры опырылды, - деп хабарлайды Tengrinews.kz тілшісі."
29,Қаңтардағы тәртіпсіздіктер кезінде жарақат алған Алматы қаласы спорт басқармасының басшысы Рүстем Байсейітов денсаулық жағдайына байланысты
30,"Футболдан 2022 жылғы әлем чемпионатына қатысты жанжал шықты, - деп хабарлайды Р-Спорт. "
31,"Қызық әрі пайдалы мақала ✅ ""Алматы жастары"" бағдарламасымен қалай баспана аламыз? Нұсқаулық ⚡ Tengrinews.kz интернет-порталында өзекті тақырыптағы жарияланымдарды онлайн оқыңыз."
32,Тоқаев ҰҚШҰ-ның Мәскеудегі саммитіне қатысты. Қазақстан халқының саны өсті. Ұлттық музей басшылығы қаражат жымқырды деген күдікке ілінді. Tengrinews.kz
33,"Ұлттық музей басшылығы бюджет қаражатын жымқырды деген күдікке ілінді, - деп хабарлайды Tengrinews.kz тілшісі Антикор баспасөз қызметіне сілтеме"
34,"Арыстанбек Мұғамедиұлы мәлімдеме жасады, - деп хабарлайды Tengrinews.kz тілшісі."
35,", - деп хабарлайды Tengrinews.kz тілшісі."
36,"Самсон Аракелян ""Астана"" баскетбол клубының бас директоры болды, - деп хабарлайды Tengrinews.kz тілшісі клуб сайтына сілтеме жасап."
37,"Ресейлік Сергей Ковалев екі жылдық үзілістен кейін кәсіпқой боксқа оралып, жеңіске жетті, - деп хабарлайды Vesti.kz. "
38,"Алматы әкімі Ерболат Досаев Әуезов ауданы тұрғындарымен өткен кездесуде ""Алматы жастары-2022"" бағдарламасы қашан басталатынын айтты, - деп хабарлайды"
39,"7 мамырда Қызылордада болған төбелес кезінде қаза тапқан үш адамның арасында қызылордалық спортшы Қуандық Жүсіп те болған, - деп хабарлайды"
40,Тоқаев мемлекеттік сапармен Түркияға келді. Азық-түлік бағасы ең көп жоғарылаған өңір аталды. Байден Украина үшін ленд-лиз туралы заңға қол
41,"Қазақстан Президенті мен Түркия басшысы кездесу барысында қандай құжаттарға қол қойғаны белгілі болды, - деп хабарлайды Tengrinews.kz тілшісі."
42,"Ресейлік боксшы Дмитрий Бивол мексикалық Сауль Альваресті жеңгеннен кейін Данияр Елеусіновке арнап видео түсірді, - деп хабарлайды Tengrinews.kz"
43,"Маңғыстау облысында түнде екі қала мен төрт ауылды су басты. Облыстық Төтенше жағдайлар департаменті бастығының орынбасары, подполковник Бекболат"
44,"Биылғы жылдың 10-25 қыркүйегі аралығында Ханчжоу қаласында (Қытай) өтуі тиіс 2022 жылғы Жазғы Азия ойындары белгісіз мерзімге шегерілді, - деп"
45,"ҚР Мәдениет және спорт министрлігі Қазақстан Ұлттық құрамасының Сурдлимпиададағы ойынына қатысты пікір білдірді, - деп хабарлайды Tengrinews.kz"
46,"Еркебұлан Қанафин Бразилияда Сурдлимпиада ойындарындағы дзюдо жарысында Қазақстан құрамасына алтын медаль сыйлаған еді. Алайда, осыдан кейін"
47,Конституциялық Кеңес Тоқаевтың өтініші бойынша шешім қабылдады. Президент үш облысты құру туралы Жарлыққа қол қойды. Қазақстандықтардың орташа
48,"Алматыда алты жаңа саябақ ашылады, - деп хабарлайды Tengrinews.kz тілшісі."
49,"Қасым-Жомарт Тоқаев Nazarbayev University-не барды, - деп хабарлайды Tengrinews.kz тілшісі Ақорда сайтына сілтеме жасап."
50,Ұлыбританиялық миллиардер Джим Рэтклифф Лондонның Челси футбол клубын төрт миллиард фунт стерлингке (шамамен бес миллиард доллар) сатып алуға
51,Кейінгі кезде шенеуніктер арасында жиі ауыс-түйіс болып жатқаны белгілі. Осы орайда Tengrinews.kz тілшісі ең жас шенеуніктерді анықтап
52,"Қазақстандық теннисші Александр Бублик азаматтығын ауыстыру және ұлттық командадағы болашағына қатысты пікір білдірді, - деп хабарлайды Tengrinews.kz"
53,"Шәкен Айманов атындағы ""Қазақфильм"" АҚ өндіріс жөніндегі вице-президенті Айдар Баталов қызметінен кетті, - деп хабарлайды Tengrinews.kz тілшісі."
54,"Жамбыл облысында ""Қаралма"" спорттық-туристік кешенінің құрылысы тоқтап тұр. Ал құрылысқа жауапты инвестор жобаны аяқтауға мемлекеттен жәрдем"
55,"Желіде Ақтауда 8 миллиард теңгеге стадион салынатыны туралы ақпарат тарады, - деп хабарлайды Tengrinews.kz тілшісі."
56,"Моңғолия астанасы Ұлан-Батырда күрестен Азия чемпионаты мәресіне жетті. Бұл қазақстандық балуандар үшін медаль толы жарыс болды, бірқатар рекорд"
57,"Қырғызстанда қазақстандық спортшының видеосы көпшілікті тәнті етті, - деп хабарлайды Sputnik Кыргызстан."
58,Алматыда 50 жылдық тарихы бар білім ордасынан шу шықты. Келешек олимпиада чемпиондарын даярлайтын Республикалық спорт колледжі жабылмақ. Мұны
59,Мәдениет және спорт министрлігі Алматы облысы әкімдігінің ауысуына байланысты Қапшағайдағы ойынханалар көшірілуі мүмкін бе деген сұраққа жауап
60,"Шетелде демалу бізге керемет жаңа көңіл-күй сыйлайды, әрі күнделікті күйбең тіршіліктен біршама демалуға мүмкіндік береді. Егер сіз спортты"
61,"Алматыда Шахмат федерациясы құрылды. Ұйымның президенті болып Жансая Әбдімәлік тағайындалды, - деп хабарлайды Tengrinews.kz тілшісі қазақстандық"
62,"Аз уақытта артық салмақпен күресуге болады. Оның жолы да сан алуан. Tengrinews.kz тілшісі аз уақытта арықтаған Жанна Кемалмен сөйлесіп,"
63,"Білім және ғылым министрі Асхат Аймағамбетов еліміздің барлық өңірінің студенттерімен, студенттік парламент, Жастар ісі жөніндегі комитеттерінің"
64,"Көктем дегеніміз - қысқа демалысқа, билеттер сатып алуға және бүкіл отбасымен саяхаттауға тамаша мүмкіндік. Kaz.tengritravel.kz порталы"
65,Қаржы министрі Ерұлан Жамаубаев бюджет қаражатын игермеген министрліктерді атады. Жеңілдетілген автонесие беру қашан басталатыны белгілі болды.
66,"Маңғыстау облысы әкімдігінің баспасөз қызметі инвестор Бозжыра шатқалында қонақүй кешені мен этноауыл салудан бас тартқанын хабарлады, - деп"
67,"Қаржы министрі Ерұлан Жамаубаев бюджет қаражатының көп көлемі игерілмеген министрліктерді атады. Олар - денсаулық сақтау, мәдениет және спорт,"
68,Биыл Рим Папасы Қазақстанға келеді. АҚШ билігі Тоқаевтың саяси күн тәртібін қолдайтынын айтты. Қазақстанда АЕК және ең төменгі күнкөріс
69,Бүгін мәдениет және спорт министрі Дәурен Абаевтың төрағалығымен Үкімет жанындағы республикалық ономастика комиссиясының отырысы өтті. Отырыста
70,"Қазақстандық боксшы Геннадий Головкин таяуда жапон Риота Муратаны жеңіп, IBO мен IBF белбеулеріне WBA титулын қосты. Дегенмен, жекпе-жектен"
71,"Еліміздің бірқатар өңірлерін су басу қаупі әлі де сейілмей тұр. Осыған орай Мәжіліс депутаттары аймақтарға іссапарға шығып, су апатынан зардап"
72,"Президент Қасым-Жомарт Тоқаев Геннадий Головкинді туған күнімен құттықтады, - деп хабарлайды Tengrinews.kz тілшісі."
73,Бұрынғы мәдениет және спорт министрі Ақтоты Райымқұлова жаңа қызметке келді. Мемлекет басщысы Қасым-Жомарт Тоқаев жұмыс сапарымен Қырғызстанға
74,Бұрынғы мәдениет және спорт министрі Ақтоты Райымқұлова жаңа қызметке келді. Бұл туралы Мәдениет және спорт министрлігінің баспасөз қызметі
75,"Қазақстандық шахматшы Бибісара Асаубаева Гиннестің рекордтар кітабына енді. Бұл туралы Спорт және дене шынықтыру істері комитеті өкілі айтты,"
76,Президент бұқаралық спортты дамытуды мемлекеттің әлеуметтік саясатындағы маңызды басымдықтардың бірі ретінде белгіледі. Мәдениет және спорт
77,"Қазақстандық Vesti.kz спорт порталы жанкүйерлерге Шавкат Рахмоновқа өз сауалдарын қоюға мүмкіндік беріп отыр, - деп хабарлайды Tengrinews.kz"
78,Министрлер қандай әлеуметтік желілерде отырады? Қанша оқырманы бар? Қай министр Желідегі парақшасын белсенді жүргізеді? Tengrinews.kz тілшісі
79,Оралда мамандандырылған әкімшілік сот 42 жастағы Қанат Жанғалиевке қатысты үкім шығарды. Олимпиадалық резервтегі спорт мектеп-интернатының директоры
80,"""Барселона"" басшылығы ""ПСЖ"" шабуылшысы Лионель Мессиді командаға қайта шақырмайды. Бұл туралы Р-Спорт басылымы мәлімдеді, - деп хабарлайды Tengrinews.kz"
81,"Әлеуметтік желіде күресіп жатқан әйелдердің видеосы тарады. Желі қолданушылары түрлі пікір білдірді. Бір топ бұрын бұл дәстүр болған десе, енді"
82,Павлодар қаласының тұрғыны Гүлсім Аяпбергенова Ertis хоккей клубының жаттықтырушысы 11 жастағы баласын ұрғанын айтты. Оған балалардың Ақтөбедегі
83,Білім және ғылым министрлігінде Алматы әкімдігіне білім беру саласына байланысты қосымша өкілеттік беру туралы шешім қабылданды. Бұл туралы
84,"Өзбекстанның намысын қорғайтын қазақ боксшысы Елнұр Әбдурайымов (8-0, 7 KO) кәсіпқой бокстағы келесі кездесуін 7 мамыр күні Лас-Вегас қаласындағы"
85,"Теміртауда футзал турниріндегі жаппай төбелестен кейін қылмыстық іс қозғалды. Төбелеске қатысушылардың барлығы полицияға жеткізілді, - деп хабарлайды"
86,"Қазақстан құрамасында өнер көрсететін ауыратлет Нижат Рахимов допингке қарсы ережелерді бұзғаны үшін алтын медальдан айырылып, сегіз жылға спорттан"
87,Мәдениет және спорт министрлігі өкілі виза ала алмағаны үшін Францияда өтетін жарыстарға қатыспайтын қазақстандық мәнерлеп сырғанаушы Михаил
88,"Мемлекет басшысы Қасым-Жомарт Тоқаев бүгін Алматы қаласының “Астана” алаңында өтетін мерекелік іс-шараға қатысып, барша Қазақстан халқын Ұлыстың"
89,"Ақтауда 16 күннен бері ер адам іздестіріліп жатыр, - деп хабарлайды Tengrinews.kz тілшісі Lada.kz сайтына сілтеме жасап."
90,"Ұлттық экономика министрлігі Қажымұқан Мұңайтпасұлы атындағы мемориалдық кешен құрылысы жобасын мақұлдамады, - деп хабарлайды Tengrinews.kz"
91,"Мемлекет басшысы Наурыз мерекесі қарсаңында еліміздің бірқатар азаматын мемлекеттік наградалармен марапаттады, - деп хабарлайды Tengrinews.kz"
92,"Мемлекет басшысы мәдениет және спорт министрі Дәурен Абаевты қабылдады, - деп хабарлайды Tengrinews.kz тілшісі Ақорданың ресми сайтына сілтеме"
93,"Ербол Әліқұлов Қарағанды облысы әкімінің әлеуметтік сала, ішкі саясат және қоғамдық даму жөніндегі орынбасары болып тағайындалды, - деп хабарлайды"
94,"Ереванның бұрынғы мэрі және жоғары технологиялық индустрия министрі Ваагн Хачатрян жексенбіде ұлттық жиналыстың арнайы отырысында ант беріп,"
95,"""Манчестер Юнайтед"" шабуылшысы Криштиану Роналду кәсіби карьерасындағы гол саны бойынша әлемдік рекорд орнатты, - деп хабарлайды Tengrinews.kz"
96,"Италиялық Tuttomercatoweb спорт порталы франциялық ""Пари Сен-Жермен"" шабуылшысы Лионель Месси осы маусымнан кейін футбол клубынан кетуі мүмкін"
97,Түрікменстанда бүгін сағат 07.00-де (Нұр-Сұлтан уақыты бойынша 08.00-де) мерзімінен бұрынғы президенттік сайлауда дауыс беру үшін 2577 сайлау
98,"Маңғыстау облысының мәдениет басқармасы кинорежиссер Қанат Майлыбаевқа ""Құдық"" атты жаңа фильмін көрсетуге тыйым салды, - деп хабарлайды Tengrinews.kz"
99,"Қырғызстанда денсаулық сақтау және қоғамдық көлік мекемелерінен басқа жерлерде 12 наурыздан бастап маска тағы міндетті болмайды, - деп хабарлайды"
100,"Жақында Қазақстанда голливуд фильмдерін прокаттау мәселесі шешіледі. Бұл туралы Мәдениет және спорт министрлігі хабарлады, - деп хабарлайды"
101,"Кикбоксингтен Украина мен Еуропаның бірнеше дүркін чемпионы, 20 жылдық тәжірибесі бар жаттықтырушы, кикбоксинг федерациясының президенті Николай"
102,"Қазақстандық ауыратлет Денис Ұлановқа 2016 жылы Олимпиада ойындарындағы нәтижесі үшін төленген сыйақысы сотта қайта қаралады, - деп хабарлайды"
103,Павлодарда футбол командасының 22 жастағы жаттықтырушысы спорттық манеждің сыртына ұшып кеткен допты аламын деп алты метрлік биіктен құлап түсті.
104,"Президент Қасым-Жомарт Тоқаев Нұр-Сұлтан мен Алматының әкімдеріне қала тұрғындарының өтінішіне құлақ асып, тұрғын үй кешендерінің жанынан биік"
105,"Алматының 2022 жылға арналған бюджеті өсті. Ол қалалық мәслихаттың XVI сессиясында жергілікті бюджетті нақтылау мақсатында бекітілді, - деп"
106,"Қайрат Нұртай Қызылорда облысы әкімінің орынбасары болып тағайындалды, - деп хабарлайды Tengrinews.kz тілшісі облыс әкімдігінің баспасөз"
107,"Бокстан Қазақстан ұлттық құрамасының мемлекеттік жаттықтырушысы тағайындалды, - деп хабарлайды Tengrinews.kz тілшісі."
108,"Біз ғимаратқа кіріп, тіркеу үстеліне қарай барамыз, содан кейін бақылау қақпасы арқылы күту бөлмесіне және соңында гейт арқылы ұшаққа отыруға"
109,"Қазақстандық боксшы Жанқош Тұраров (25-0, 18 КО) өзінің отандасы және досы Қанат Исламды (28-1, 22 КО) қолдады, - деп хабарлайды Tengrinews.kz"
110,Халықаралық футбол федерациясы (ФИФА) Халықаралық олимпиада комитетімен (ХОК) және Еуропалық футбол қауымдастықтары одағымен (УЕФА) Ресей құрамасына
111,Бейжің олимпиадасындағы жеңіліс үшін бірнеше бапкер қызметінен босатылатын болды. Мәдениет және спорт министрі Дәурен Абаев Щучьедегі олимпиада
112,"""Қазақстан халқына"" қоғамдық қоры алғашқы қайырымдылық жобаларын қаржыландыруды бастады, - деп хабарлайды Tengrinews.kz тілшісі қорға сілтеме"
113,"Мемлекеттік хатшы Ерлан Қариннің төрағалығымен Шетелде кадр даярлау жөніндегі республикалық комиссияның кезекті отырысы өтті, - деп хабарлайды"
114,2022 жылғы Олимпиадада Қазақстан құрамасының ту ұстаушысы Абзал Әжғалиев 2012 жылғы Олимпиада чемпионы Александр Винокуровпен кездескені туралы
115,Қызық әрі пайдалы мақала ✅ Ұсталған шетелдіктер және азаптау туралы шағымдар. Омбудсмен Әзімова қаңтар оқиғасы туралы ⚡ Tengrinews.kz интернет-порталында өзекті тақырыптағы жарияланымдарды онлайн оқыңыз.
116,Ұлттық конькишілер федерациясы ұйымның бұрынғы вице-президенті Оксана Теннің мәнерлеп сырғанаудан Қазақстан чемпионатын өткізу мерзімі туралы
117,"Қазақстан құрамасы 2022 жылы Бейжіңде өтіп жатқан Олимпиада ойындарын аяқтады, - деп хабарлайды Tengrinews.kz тілшісі Olympic.kz сайтына сілтеме"
118,"Бас мемлекеттік санитария дәрігер Айжан Есмағамбетова бірден екі қаулыға қол қойды, онда ""көк"" статусы бар қазақстандықтар үшін кейбір шектеулер"
119,"Сатирик-жазушы Табыл Құлияс 87 жасында дүниеден өтті, - деп хабарлайды Tengrinews.kz тілшісі Мәдениет және спорт министрлігінің баспасөз қызметіне"
120,"""Қазақ"" лақапатымен танымал ММА файтері Бағдат Дүйсембаев Мәскеу орталығында болған жанжалдың жай-жапсарын айтып берді, - деп хабарлайды Tengrinews.kz"
121,Мәдениет және спорт министрлігінің Спорт және дене шынықтыру комитеті Ұлттық Олимпиада комитетімен шартты мерзімінен бұрын тоқтатты. Бұл ақпаратты
122,Биыл 16 ақпанда Нұр-Сұлтан қаласында Қазақстанның жауынгерлік өнер қауымдастығы құрылтайшыларының жалпы жиналысы өтті. Жиналыс нәтижесінде қауымдастық
123,"Дәурен Абаев мәдениет және спорт министрлігінің басшысы лауазымына тағайындалуына қатысты пікір білдірді, - деп хабарлайды Tengrinews.kz тілшісі."
124,"2022 жылғы қысқы Паралимпиада ойындарында Қазақстан намысын кімдер қорғайтыны белгілі болды, - деп хабарлайды Tengrinews.kz тілшісі Ұлттық"
125,"""Қазақфильм"" киностудиясының президенті Ақан Сатаев киностудия жұмысындағы негізгі мәселелерді айтты. Белгілі режиссер ғимарат қабырғалары шіріп"
126,"Таиланд билігі ""туристік салықты"" енгізу күнін маусымға дейін кейінге қалдырылды. Бұл туралы Таиландтың туризм және спорт министрі Фипат Ратчакитпракарн"
127,Мемлекет басшысы Қасым-Жомарт Тоқаев Абзал Әжіғалиевке қолдау жеделхатын жолдады. Бұл туралы Президент баспасөз хатшысы Берік Уәли Facebook-те
128,"Қазақстанда спорт ғылыми-зерттеу институты құрылады. Бұл туралы Ұлттық Олимпиада комитеті спорт дирекциясының директоры Елсияр Қанағатов айтты,"
129,"Қазақстандық туроператор бала үшін тегін әуе билеті бар турпакеттің алғашқы сатылымын рәсімдеді, - деп хабарлайды Kaz.tengritravel.kz тілшісі"
130,Шаған өзені алқабындағы ағаштардың кесілуі қоғам белсенділерінің наразылығын тудырды. Бұл мәселе экологиялық қоғамдық кеңес отырысында көтерілді.
131,"Бақдәулет Сариев Тараз қаласы әкімінің орынбасары болып тағайындалды, - деп хабарлайды Tengrinews.kz тілшісі қала әкімдігінің баспасөз"
132,Қазақстандық фристайлшы Ақмаржан Қалмұрзаева 2022 жылы Бейжіңде өтетін Олимпиадада әйелдер арасындағы акробатикадан жарыстың финалына жолдама
133,"Қыс - зерігудің уақыты емес. Қазақстанда бұл мезгілде табиғат өте әдемі, ал кейбір аудандарда белуардан қалың қар жауады. Kaz.tengritravel.kz порталы Aviata.kz сервисімен"
134,Алматыдағы Абай атындағы қазақ мемлекеттік академиялық опера және балет театрына жаңа басшы тағайындалды. Бұл туралы мәдениет және спорт
135,"Жас хоккейшілер қостанайлық спортшы-полицей Денис Кузинге Бейжің Олимпиадасында сәтті өнер көрсетуін тілеп, видео жолдады, - деп хабарлайды"
136,Tengrinews.kz фототілшісі Тұрар Қазанғапов қазір Бейжіңдегі Олимпиада ойындарында жүр. Ол Жапонияда өткен жазғы Олимпиада ойындарына да барған.
137,"""Қазақстанның Швейцариясы"" - Бурабайдың таулары мен қарағайлы ормандарын ел осылай атайды. Ауыл Нұр-Сұлтан мен Көкшетаудың арасында орналасқан,"
138,"""Қайрат"" футбол клубының қорғаушысы Нұралы Әліп мансабын ""Зенитте"" жалғастырады. Қазақстан құрамасының ойыншысы ресейлік клубқа жалға беріледі,"
139,Бейжің қаласындағы Халық жиналысы үйінде Қазақстан Президенті Қасым-Жомарт Тоқаев пен Қытай Халық Республикасының Төрағасы Си Цзиньпин келіссөз
140,"4 ақпанда Бейжіңде XXIV Қысқы Олимпиада ойындары басталады, - деп хабарлайды Tengrinews.kz тілшісі Қытай Сыртқы істер министрлігі сайтына сілтеме"
141,1 қаңтардан бастап ел ішінде саяхаттайтын балалар үшін әуе билетінің құнын мемлекет өтейтін болады. Мәдениет және спорт министрінің бұйрығы
142,"Бейжіңде қысқы Олимпиада ойындарының алау эстафетасы басталды, - деп хабарлайды Tengrinews.kz тілшісі Reuters агенттігіне сілтеме жасап."
143,"""Қайрат"" футбол клубының жаңа бас директоры болып Асқар Есімов тағайындалды, - деп хабарлайды Tengrinews.kz тілшісі команданың баспасөз қызметіне"
144,"Буковель Украинада ғана танымал емес. Мұнда шаңғы мен сноуборд тебу үшін әр елден мыңдаған туристер келеді. Дамыған инфрақұрылымы, Карпат тауларының"
145,"Роза Кәрібжанова Мәдениет және спорт министрлігі Мәдениет комитетінің басшысы қызметіне тағайындалды, - деп хабарлайды Tengrinews.kz тілшісі"
146,Атырау қалалық ПД бастығының орынбасары Ерлан Биғамбаев Facebook әлеуметтік желісінде жақында әлеуметтік желілерде пайда болған айыптауларға
147,"Олимпиада орындарының ресми ашылу рәсімі 4 ақпанға жоспарланған. Алайда керлинг, фристайл, шайбалы хоккей сынды спорт түрінен жарыстар 2-3 ақпанда"
148,"Талсада (Оклахома, АҚШ) өткен кештің басты кездесуінде бразилиялық Робсон Консейсао америкалық Хавьер Мартинесті жеңді, - деп хабарлайды Tengrinews.kz"
149,"16-27 қаңтар аралығында ""Қазақстан халқына"" қоғамдық қорына қазақстандықтардан қанша ақша түскені белгілі болды. Бұл туралы қордың баспасөз"
150,"Бүгін, 28 қаңтарда қазақстандық спортшылар 2022 жылғы Қысқы ойындарға қатысу үшін Бейжіңге жетті. Атлеттер қажетті тексеруден өтіп, ПТР сынағын"
151,"""Халық"" Қайырымдылық қоры ""Қазақстан халқына"" қоғамдық әлеуметтік қорына қосымша 10 миллиард теңге бөледі. Мемлекет басшысының бастамасымен"
152,"27 қаңтарда бас мемлекеттік санитария дәрігерінің міндетін атқарушының жаңа қаулысы қабылданды, - деп хабарлайды Tengrinews.kz тілшісі Санитариялық-эпидемиологиялық"
153,"""Қазақстан"" телерадиокорпорациясы АҚ мен ""Хабар"" агенттігі АҚ ел аумағында 2022 жылғы Қытайда өтетін XXIV Қысқы Олимпиада ойындарының ресми"
154,"""Қазақстан халқына"" қоғамдық қорына қазақстандықтардан қанша ақша түскенін қордың баспасөз қызметі хабарлады, - деп хабарлайды Tengrinews.kz"
155,"Алматыдағы жағдайға байланысты жергілікті атқарушы органдардың 51 мемлекеттік қызметі ""Электронды үкімет"" порталында уақытша қолжетімсіз, -"
156,Ұлттық Олимпиада комитетінің бас хатшысы Андрей Крюков 2021 жылдың күзінде фристайлдан Қазақстан құрамасының сапындағы спортшылардың ақысына
157,"Қырғызстандағы тау шаңғысы курорттары қазақстандық туристерді қолжетімді бағасы, жолдың жоғары сапасы және қызмет көрсету деңгейінің сапасымен"
158,"Денсаулық сақтау министрі Ажар Ғиният Қазақстанда карантин шектеулері қалай жеңілдетілгенін түсіндірді, - деп хабарлайды Tengrinews.kz тілшісі."
159,"Ойындары ""Бірінші арнада"" көрсетілетін КВН Жоғары лигасына 25 команда шықты. Олардың қатарында Нұр-Сұлтанның қазақстандық ""Не кипишуй"" командасы"
160,"Қазақстандық домбырашылар Темірлан Олжабай мен Ернат Наурыз Испанияда өткен Music Box халықаралық байқауында ""Аспаптық музыка"" номинациясын"
161,"Вьетнам билігі ""туристік құмсалғыш"" жұмысының нәтижесіне қанағаттанып отыр. Сондықтан шекараның толық ашылуын ұзақ күте алмайды. Бұл туралы"
162,"Қасым-Жомарт Тоқаев Қазақстанның Олимпиада және Паралимпиада ұлттық құрамаларының мүшелерімен кездесті, - деп хабарлайды Tengrinews.kz тілшісі."
163,"Ұлттық Олимпиадалық комитет 2022 жылғы Бейжің Олимпиадасына арналған Қазақстан құрамасының формасын көпшілік назарына ұсынды, - деп хабарлайды"
164,"Сенатор Нұртөре Жүсіп Үкіметтің ұлттық құндылықтарды дамыту жөніндегі жұмысын сынға алып, жастарды адамгершілікке тәрбиелеу керек екенін айтты,"
165,"2022 жылғы 5-18 қаңтар аралығында Қазақстанның 34 мыңнан астам азаматы шет мемлекеттерден шығарылды, - деп хабарлайды Kaz.tengritravel.kz тілшісі ҚР"
166,Art Sport үйірмелеріне баратын балалардың ата-аналарына бағдарламаның тағдыры белгісіз екені және 2022 жылдың қаңтар айына өздері төлем жасау
167,"Әлеуметтік желіде Алматыдағы тәртіпсіздіктер кезінде қала әкімі Бақытжан Сағынтаевтың картежіне жасалған шабуыл видеосы жарияланды, - деп хабарлайды"
168,"""Қазақстан халқына"" қоғамдық қорына 12 миллиард теңгеден аса қаражат жиналды, - деп хабарлайды Tengrinews.kz тілшісі."
